Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Scott Roth,203,96,University of Wisconsin,1963,223,2334,307,828,292,405,26,95,281,733,81,187,268,241,111,16,176,319,932
Scott Skiles,185,81,Michigan State University,1964,600,16789,2290,5259,1548,1741,524,1381,1766,3878,275,1251,1526,3881,500,29,1497,1343,6652
Scott Wedman,201,97,University of Colorado,1952,163,2607,515,1092,88,125,35,84,480,1008,126,234,360,183,63,34,104,244,1153
Scott Williams,208,104,University of North Carolina,1968,796,12793,1684,3605,662,924,7,48,1677,3557,1322,2330,3652,449,416,439,565,2020,4037
Scottie Pippen*,203,95,University of Central Arkansas,1965,1178,41069,7420,15700,3122,4437,978,3002,6442,12698,2068,5426,7494,6135,2307,947,3257,3329,18940
Scotty Hopson,201,92,University of Tennessee,1989,2,7,0,4,1,2,0,2,0,2,0,0,0,1,1,0,0,0,1
Sean Colson,183,79,University of North Carolina at Charlotte,1975,26,88,12,48,4,8,2,10,10,38,4,8,12,20,2,0,4,12,30
Sean Elliott,203,92,University of Arizona,1968,742,24502,3852,8290,2251,2816,589,1572,3263,6718,819,2385,3204,1897,576,284,1328,1626,10544
Sean Green,196,95,Iona College,1970,120,1005,216,579,44,68,25,102,191,477,46,73,119,61,51,19,90,84,501
Sean Higgins,206,92,University of Michigan,1968,258,3950,686,1582,195,229,99,315,587,1267,144,360,504,267,89,38,280,409,1666
Sean Kilpatrick,193,95,University of Cincinnati,1990,136,3058,558,1295,328,380,187,549,371,746,47,351,398,219,73,10,200,195,1631
Sean Lampley,201,102,University of California,1979,45,550,69,149,65,94,0,4,69,145,28,66,94,33,7,4,28,45,203
Sean Marks,208,113,University of California,1975,230,2275,259,578,115,173,5,25,254,553,158,343,501,50,33,87,116,342,638
Sean May,206,120,University of North Carolina,1984,119,1868,324,708,170,228,3,13,321,695,155,326,481,115,53,47,134,236,821
Sean Rooks,208,113,University of Arizona,1969,869,15272,1908,4161,1422,2034,3,30,1905,4131,1048,2181,3229,707,292,551,906,1887,5241
Sean Singletary,183,83,University of Virginia,1985,74,606,62,170,36,42,20,50,42,120,20,50,70,58,22,0,46,90,180
Sean Williams,208,106,Boston College,1986,148,2085,243,470,135,210,0,1,243,469,196,301,497,52,51,170,130,342,621
Sebastian Telfair,183,74,NaN,1985,666,13788,1737,4463,821,1056,427,1339,1310,3124,169,858,1027,2239,474,91,973,1371,4722
Sedale Threatt,188,79,West Virginia University Institute of Technology,1961,1045,24473,4307,8886,1440,1770,197,693,4110,8193,403,1462,1865,3991,1259,155,1415,2377,10251
Sedric Toney,188,80,University of Dayton,1962,189,2608,254,697,188,242,57,164,197,533,39,144,183,435,87,1,209,289,753
Semaj Christon,190,86,Xavier University,1992,64,973,77,223,17,31,12,63,65,160,19,69,88,130,28,6,43,79,183
Semih Erden,213,108,NaN,1986,110,1523,163,296,99,161,0,0,163,296,94,214,308,49,40,53,84,268,425
Serge Ibaka,208,106,NaN,1989,682,19943,3500,6852,970,1265,430,1146,3070,5706,1525,3426,4951,459,306,1548,881,1921,8400
Sergei Bazarevich,188,76,NaN,1965,10,74,11,22,7,9,1,6,10,16,1,6,7,14,1,1,7,10,30
Sergei Monia,203,99,NaN,1983,52,686,58,174,20,28,18,68,40,106,22,82,104,38,14,10,24,82,154
Sergey Karasev,201,94,NaN,1993,95,1110,96,243,64,76,31,110,65,133,30,110,140,87,32,4,57,94,287
Sergio Rodriguez,190,79,NaN,1986,419,6329,843,2002,261,354,234,691,609,1311,145,469,614,1395,261,18,605,525,2181
Seth Curry,188,83,Duke University,1990,120,2755,442,936,130,154,189,436,253,500,34,208,242,256,105,10,128,169,1203
Shabazz Muhammad,198,101,"University of California, Los Angeles",1992,235,4354,856,1800,462,617,116,360,740,1440,271,423,694,137,72,21,177,253,2290
Shabazz Napier,185,79,University of Connecticut,1991,159,2124,228,612,115,150,111,314,117,298,34,195,229,294,95,7,168,152,682
Shammond Williams,185,91,University of North Carolina,1975,456,7995,991,2495,413,516,379,1061,612,1434,139,610,749,1147,310,22,492,581,2774
Shandon Anderson,198,94,University of Georgia,1973,785,17117,2094,4583,1082,1458,312,1001,1782,3582,624,1819,2443,1077,596,194,1008,1575,5582
Shane Battier,203,99,Duke University,1978,1059,32379,3211,7328,1258,1699,1352,3521,1859,3807,1363,3092,4455,1902,1057,987,957,2366,9032
Shane Edwards,201,99,University of Arkansas at Little Rock,1987,2,12,1,3,0,0,0,0,1,3,1,1,2,0,0,0,1,1,2
Shane Heal,183,81,NaN,1970,49,308,33,121,7,10,24,83,9,38,3,19,22,38,4,3,22,22,97
Shane Larkin,180,79,University of Miami,1992,202,4105,461,1071,160,210,86,262,375,809,68,330,398,639,214,22,268,317,1168
Shannon Brown,193,92,Michigan State University,1985,506,8297,1344,3211,510,642,299,900,1045,2311,201,651,852,522,330,100,458,633,3497
Shaquille O'Neal*,216,147,Louisiana State University,1972,1268,43666,11661,20015,6105,11590,1,22,11660,19993,4375,9278,13653,3119,771,2820,3491,4374,29428
Shareef Abdur-Rahim,206,102,University of California,1976,915,31566,5935,12569,4379,5372,163,553,5772,12016,2058,4820,6878,2283,888,675,2320,2546,16412
Sharone Wright,211,117,Clemson University,1973,260,5965,1025,2217,586,937,2,15,1023,2202,567,812,1379,156,112,252,464,725,2638
Sharrod Ford,201,95,University of Illinois at Chicago,1972,3,13,2,3,0,0,0,0,2,3,1,2,3,0,0,1,2,7,4
Shaun Livingston,201,87,NaN,1985,812,17574,2169,4473,966,1203,13,76,2156,4397,467,1538,2005,2594,592,307,1080,1507,5317
Shavlik Randolph,208,108,Duke University,1983,173,1381,144,340,89,163,1,11,143,329,174,241,415,41,50,42,65,218,378
Shawn Bradley,229,106,Brigham Young University,1972,984,24148,3506,7713,1640,2321,5,51,3501,7662,2185,4332,6517,688,621,2655,1372,3090,8657
Shawn Kemp,208,104,Trinity Valley Community College,1969,1051,29293,5505,11278,4304,5805,33,119,5472,11159,3026,5808,8834,1704,1185,1279,2766,3826,15347
Shawn Long,206,115,University of Louisiana at Lafayette,1993,18,234,61,109,19,35,7,19,54,90,41,44,85,13,9,9,13,49,148
Shawn Marion,201,99,"University of Nevada, Las Vegas",1978,1295,44882,8071,16631,2554,3174,867,2641,7204,13990,3048,8285,11333,2475,1972,1384,1941,2817,19563
Shawn Respert,185,88,Michigan State University,1972,270,3756,504,1192,206,252,148,435,356,757,132,233,365,278,145,10,203,307,1362
Shawne Williams,185,91,University of North Carolina,1975,377,6455,771,1912,229,297,339,990,432,922,283,828,1111,264,152,177,227,791,2110
Shawnelle Scott,208,113,St. John's University,1972,105,634,78,168,33,71,0,0,78,168,104,124,228,20,14,23,36,123,189
Shayne Whittington,211,113,Western Michigan University,1991,27,149,24,53,19,25,1,8,23,45,15,26,41,9,6,3,10,25,68
Shea Seals,196,95,University of Tulsa,1975,4,9,1,8,2,4,0,3,1,5,3,1,4,0,1,0,0,1,4
Shelden Williams,185,91,University of North Carolina,1975,529,7785,855,1865,611,832,2,13,853,1852,739,1454,2193,226,246,229,416,1033,2323
Sheldon McClellan,196,90,University of Miami,1992,30,287,30,75,23,27,7,30,23,45,4,30,34,15,8,2,5,17,90
Shelton Jones,206,95,St. John's University,1966,102,1364,186,418,116,160,0,2,186,416,64,162,226,84,42,30,94,116,488
Shelvin Mack,190,92,Butler University,1990,413,7255,1064,2476,292,395,265,821,799,1655,93,702,795,1221,248,15,534,504,2685
Sherell Ford,201,95,University of Illinois at Chicago,1972,28,139,30,80,26,34,4,25,26,55,12,12,24,5,8,1,6,27,90
Sherman Douglas,183,81,Syracuse University,1966,886,24235,3797,7824,1834,2687,195,696,3602,7128,626,1289,1915,5144,873,90,2023,1856,9623
Sherron Collins,180,92,University of Kansas,1987,20,66,7,25,1,1,2,10,5,15,0,5,5,8,2,0,4,2,17
Sidney Green,188,83,Duquesne University,1933,669,12909,1927,4247,1063,1435,1,29,1926,4218,1274,2798,4072,634,357,211,998,1706,4918
Sidney Lowe,183,88,North Carolina State University,1960,136,2374,101,308,62,81,2,13,99,295,55,174,229,530,109,4,98,198,266
Sidney Moncrief,190,81,University of Arkansas,1957,375,10411,1784,3664,1539,1828,101,335,1683,3329,456,876,1332,1356,403,103,667,783,5208
Sim Bhullar,226,163,New Mexico State University,1992,3,3,1,2,0,0,0,0,1,2,0,1,1,1,0,1,0,0,2
Skal Labissiere,211,102,University of Kentucky,1996,33,612,117,218,52,74,3,8,114,210,51,111,162,27,16,13,37,64,289
Skeeter Henry,201,86,University of Oklahoma,1967,4,15,1,5,2,4,0,2,1,3,0,2,2,4,0,0,1,1,4
Slavko Vranes,226,124,NaN,1983,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Sleepy Floyd,190,77,Georgetown University,1960,881,25094,4158,9412,2682,3281,514,1601,3644,7811,560,1822,2382,5312,1054,179,2172,1812,11512
Sly Williams,201,95,University of Rhode Island,1958,40,921,172,401,86,135,4,19,168,382,52,131,183,96,29,9,85,98,434
Smush Parker,193,86,Fordham University,1981,318,7805,990,2356,392,555,310,929,680,1427,127,595,722,890,365,50,559,682,2682
Solomon Alabi,216,113,Florida State University,1988,26,181,16,51,7,10,0,0,16,51,22,39,61,5,4,11,8,16,39
Solomon Hill,201,102,University of Arizona,1991,249,5847,544,1359,304,370,193,575,351,784,169,659,828,394,179,63,243,446,1585
Solomon Jones,208,104,University of South Florida,1984,302,3384,325,706,255,352,1,9,324,697,289,423,712,108,67,165,179,597,906
Sonny Weems,198,92,University of Arkansas,1986,226,3834,556,1216,135,196,49,161,507,1055,95,360,455,306,94,29,239,315,1296
Soumaila Samake,213,104,NaN,1978,47,303,28,72,12,26,0,0,28,72,32,44,76,5,2,19,6,36,68
Speedy Claxton,180,75,Hofstra University,1978,396,10414,1383,3364,989,1307,53,279,1330,3085,231,783,1014,1815,612,48,699,1011,3808
Spencer Dinwiddie,198,90,University of Colorado,1993,105,1948,204,525,176,226,51,176,153,349,35,194,229,311,66,29,106,192,635
Spencer Hawes,216,111,University of Washington,1988,818,18808,2988,6523,834,1141,512,1415,2476,5108,1160,3584,4744,1592,323,776,1193,2023,7322
Spud Webb,168,60,North Carolina State University,1963,891,21750,3089,6851,2071,2441,367,1147,2722,5704,350,1492,1842,4636,974,118,1733,1747,8616
Stacey Augmon,203,92,"University of Nevada, Las Vegas",1968,1061,22600,3142,6700,1973,2713,12,79,3130,6621,1351,2003,3354,1617,1016,334,1312,1837,8269
Stacey King,211,104,University of Oklahoma,1967,498,8562,1228,2603,768,1095,4,19,1224,2584,698,1030,1728,446,206,253,616,1041,3228
Stan Kimbrough,180,69,Xavier University,1966,13,65,9,22,2,2,1,2,8,20,4,3,7,6,5,0,4,5,21
Stanislav Medvedenko,208,113,NaN,1979,263,3340,590,1311,208,281,2,13,588,1298,335,409,744,136,88,42,159,518,1390
Stanley Brundy,198,95,DePaul University,1967,16,128,15,30,7,18,0,0,15,30,15,11,26,3,6,5,6,24,37
Stanley Jackson,190,83,University of Alabama at Birmingham,1970,17,92,17,33,3,3,1,5,16,28,12,15,27,16,5,0,10,13,38
Stanley Johnson,203,99,Murray State University,1944,150,3058,354,965,116,155,108,359,246,606,94,401,495,223,111,36,185,299,932
Stanley Roberts,213,129,Louisiana State University,1970,300,5869,1059,2124,437,850,0,2,1059,2122,506,1043,1549,189,110,385,370,1060,2555
Stefano Rusconi,206,108,NaN,1968,7,30,3,9,2,5,0,0,3,9,3,3,6,3,0,2,3,10,8
Steffond Johnson,203,99,Murray State University,1944,29,234,27,64,20,38,0,3,27,61,15,28,43,5,9,2,18,55,74
Stephane Lasme,203,97,University of Massachusetts Amherst,1982,32,606,64,142,38,64,0,0,64,142,52,54,106,6,26,44,30,70,166
Stephen Curry,190,86,Davidson College,1988,574,19897,4589,9645,1993,2212,1917,4379,2672,5266,405,2097,2502,3916,1029,121,1818,1441,13088
Stephen Graham,198,97,Oklahoma State University,1982,261,3090,399,902,171,220,55,182,344,720,82,369,451,124,62,21,168,383,1024
Stephen Howard,206,102,DePaul University,1970,169,1202,177,347,158,249,0,0,177,347,100,158,258,36,57,40,85,208,512
Stephen Jackson,190,83,University of Alabama at Birmingham,1970,1061,34218,5772,13899,3191,4001,1530,4637,4242,9262,835,3279,4114,3339,1379,407,2686,2539,16265
Stephen Thompson,193,83,Syracuse University,1968,38,182,28,74,6,16,0,2,28,72,22,16,38,16,12,6,10,18,62
Stephen Zimmerman,213,108,"University of Nevada, Las Vegas",1996,19,108,10,31,3,5,0,0,10,31,11,24,35,4,2,5,3,17,23
Stephon Marbury,188,81,Georgia Institute of Technology,1977,976,37040,6745,15593,4346,5518,1144,3519,5601,12074,674,2247,2921,7627,1210,138,2960,2311,18980
Steve Alford,188,83,Indiana University,1964,235,2547,439,958,177,207,55,163,384,795,35,181,216,268,130,13,134,170,1110
Steve Bardo,196,86,University of Illinois at Urbana-Champaign,1968,33,299,28,85,16,23,1,10,27,75,13,47,60,44,12,4,22,45,73
Steve Blake,190,78,University of Maryland,1980,1087,26705,2620,6529,615,801,1299,3421,1321,3108,305,2026,2331,4541,760,85,1581,1616,7154
Steve Bucknall,198,97,University of North Carolina,1966,18,75,9,33,5,6,0,1,9,32,5,2,7,10,2,1,11,10,23
Steve Burtt,188,83,Iona College,1962,101,1121,218,512,146,210,2,14,216,498,28,64,92,123,49,13,110,195,584
Steve Colter,190,74,New Mexico State University,1962,664,12405,1667,3729,810,1041,83,290,1584,3439,378,954,1332,1953,581,102,692,1128,4227
Steve Francis,190,88,University of Maryland,1977,646,24025,3876,9032,3099,3893,600,1767,3276,7265,1034,2471,3505,3818,920,240,2244,2017,11451
Steve Goodrich,208,99,Princeton University,1976,21,183,9,28,5,9,1,3,8,25,8,18,26,11,3,3,11,24,24
Steve Hamer,213,111,University of Tennessee,1973,35,268,30,57,16,29,0,2,30,55,17,43,60,7,2,4,13,39,76
Steve Harris,196,88,University of Tulsa,1963,265,3924,815,1850,344,416,1,27,814,1823,207,284,491,325,166,37,225,354,1975
Steve Hayes,213,92,Idaho State University,1955,69,498,49,105,13,40,0,0,49,105,43,68,111,8,6,23,18,100,111
Steve Henson,180,80,Kansas State University,1968,238,2282,254,631,126,145,105,243,149,388,46,130,176,465,88,2,175,283,739
Steve Johnson,203,99,Murray State University,1944,413,9105,1821,3278,1121,1716,0,4,1821,3274,758,1470,2228,527,177,294,967,1463,4763
Steve Kerr,190,79,University of Arizona,1965,962,16688,2095,4385,649,750,732,1625,1363,2760,191,914,1105,1728,486,47,531,883,5571
Steve Nash,190,88,Santa Clara University,1974,1217,38069,6321,12892,3060,3384,1685,3939,4636,8953,643,2999,3642,10335,899,102,3478,1982,17387
Steve Novak,208,102,Marquette University,1983,542,6113,816,1858,109,125,627,1446,189,412,74,572,646,146,92,45,91,411,2368
Steve Scheffler,206,113,Purdue University,1967,185,979,127,226,97,128,1,5,126,221,91,103,194,26,33,9,35,141,352
Steve Smith,201,90,Michigan State University,1969,1072,32270,5139,11738,3445,4076,1326,3729,3813,8009,1231,2170,3401,3267,802,315,1896,2585,15049
Steve Stipanovich,211,111,University of Missouri,1960,322,10165,1623,3344,1100,1368,7,40,1616,3304,655,1914,2569,768,342,313,616,1132,4353
Steven Adams,213,115,University of Pittsburgh,1993,311,7371,945,1665,453,794,0,3,945,1662,842,1161,2003,257,208,310,400,843,2343
Steven Hill,213,112,University of Arkansas,1985,1,2,1,1,0,0,0,0,1,1,2,1,3,0,0,0,0,0,2
Steven Hunter,213,99,DePaul University,1981,400,5993,735,1313,347,715,0,1,735,1312,482,782,1264,79,49,422,249,656,1817
Steven Smith,201,90,Michigan State University,1969,8,28,2,8,1,2,0,0,2,8,1,5,6,0,1,0,2,4,5
Stevin Smith,201,90,Michigan State University,1969,8,60,6,18,1,1,1,6,5,12,2,8,10,4,1,0,4,9,14
Stewart Granger,190,86,Villanova University,1961,24,258,26,71,13,19,0,4,26,67,7,16,23,39,9,1,34,30,65
Stojko Vrankovic,218,117,NaN,1964,170,2050,197,413,79,132,0,0,197,413,155,361,516,59,22,179,132,318,473
Stromile Swift,206,102,Louisiana State University,1979,622,11833,1872,3944,1240,1785,3,30,1869,3914,965,1815,2780,304,373,745,757,1510,4987
Stuart Gray,213,106,"University of California, Los Angeles",1963,444,4017,380,857,262,394,0,12,380,845,349,816,1165,167,79,159,267,735,1022
Sun Yue,206,92,NaN,1985,10,28,3,11,0,0,0,6,3,5,0,0,0,2,1,1,3,10,6
Sundiata Gaines,185,83,University of Georgia,1986,137,1612,224,563,118,214,53,184,171,379,59,154,213,249,99,4,120,125,619
Sylvester Gray,198,104,University of Memphis,1967,55,1220,167,398,105,156,1,4,166,394,117,169,286,117,36,25,102,144,440
T.J. Ford,201,92,NaN,1977,429,11882,1829,4223,1012,1242,127,439,1702,3784,296,1035,1331,2495,496,55,1047,972,4797
T.J. McConnell,208,108,NaN,1994,162,3739,454,976,99,131,42,144,412,832,82,419,501,901,229,20,299,253,1049
T.J. Warren,208,108,NaN,1995,153,3732,737,1469,178,237,59,189,678,1280,223,348,571,144,131,64,116,320,1711
T.R. Dunn,201,104,NaN,1954,442,9352,612,1348,272,372,1,12,611,1336,619,888,1507,650,561,68,207,885,1497
Taj Gibson,206,102,University of Southern California,1985,663,16646,2635,5296,1056,1516,7,48,2628,5248,1532,2644,4176,650,351,777,836,1657,6333
Tamar Slay,203,97,Marshall University,1980,66,517,73,202,14,26,13,49,60,153,24,46,70,31,26,4,39,71,173
Tang Hamilton,203,99,Mississippi State University,1978,9,98,10,19,0,1,0,1,10,18,6,12,18,5,4,0,2,10,20
Tarence Kinsey,198,83,University of South Carolina,1984,109,1340,186,411,116,142,23,71,163,340,42,105,147,53,68,1,71,102,511
Tarik Black,206,113,University of Kansas,1991,232,3979,521,944,231,390,1,4,520,940,471,764,1235,139,82,110,176,567,1274
Tariq Abdul-Wahad,198,101,San Jose State University,1974,321,6826,1049,2519,542,755,22,101,1027,2418,428,723,1151,388,263,121,442,688,2662
Tate George,196,86,University of Connecticut,1968,177,2019,297,717,141,172,1,14,296,703,65,115,180,325,76,11,157,182,736
Taurean Green,183,80,University of Florida,1986,34,148,14,50,22,24,4,22,10,28,0,20,20,22,4,0,18,10,54
Taurean Waller-Prince,183,88,NaN,1994,59,981,114,285,74,94,33,102,81,183,25,132,157,55,43,27,61,96,335
Taylor Griffin,201,107,University of Oklahoma,1986,8,32,4,10,2,4,0,2,4,8,0,2,2,1,0,2,1,4,10
Tayshaun Prince,206,96,University of Kentucky,1980,1157,35604,5119,11304,1682,2228,638,1711,4481,9593,1249,3657,4906,2695,648,541,1188,1392,12558
Tellis Frank,208,102,Western Kentucky University,1965,264,4703,639,1456,432,583,0,4,639,1452,363,659,1022,276,158,95,326,795,1710
Terence Morris,206,100,University of Maryland,1979,139,1934,209,514,32,45,22,112,187,402,123,254,377,93,35,49,81,126,472
Terence Stansbury,196,77,Temple University,1961,192,2984,468,1055,240,308,24,107,444,948,76,201,277,390,119,20,248,483,1200
Terrance Roberson,201,97,"California State University, Fresno",1976,3,13,0,2,0,0,0,1,0,1,0,1,1,1,0,0,2,3,0
Terrel Harris,196,86,Oklahoma State University,1987,62,592,37,137,28,41,8,55,29,82,26,77,103,44,13,8,59,68,110
Terrell Brandon,180,81,University of Oregon,1970,760,22762,4120,9227,1849,2121,406,1157,3714,8070,452,1856,2308,4716,1205,236,1493,1407,10495
Terrence Jones,206,114,University of Kentucky,1992,286,6827,1215,2454,471,762,112,386,1103,2068,460,1176,1636,295,186,324,266,458,3013
Terrence Rencher,190,83,University of Texas at Austin,1973,72,810,66,200,62,92,18,58,48,142,18,70,88,108,32,4,86,74,212
Terrence Ross,201,93,University of Washington,1991,465,11147,1735,4079,333,412,786,2115,949,1964,167,1054,1221,450,390,157,387,847,4589
Terrence Williams,198,99,University of Louisville,1987,204,3762,565,1374,194,299,80,251,485,1123,84,614,698,467,112,26,298,259,1404
Terry Catledge,203,99,University of South Alabama,1963,515,13541,2576,5311,1365,2087,3,32,2573,5279,1479,1835,3314,459,285,99,886,1285,6520
Terry Cummings,206,99,DePaul University,1961,1106,29645,6824,14256,2721,3869,44,146,6780,14110,2654,4738,7392,1921,1072,541,1829,3425,16413
Terry Davis,206,102,Virginia Union University,1967,480,10369,1202,2545,654,1081,3,19,1199,2526,1106,1781,2887,273,183,149,518,1176,3061
Terry Dehere,188,86,Seton Hall University,1971,428,7596,1113,2717,748,961,344,906,769,1811,151,461,612,1061,220,39,633,860,3318
Terry Dozier,206,95,University of South Carolina,1966,9,92,9,27,4,8,0,1,9,26,7,8,15,3,6,2,7,10,22
Terry Mills,208,104,University of Michigan,1967,733,17241,2981,6515,995,1280,533,1391,2448,5124,1111,2798,3909,924,432,325,894,1996,7490
Terry Porter,190,88,University of Wisconsin-Stevens Point,1963,1274,35354,5428,11734,3433,4107,1297,3360,4131,8374,715,3157,3872,7160,1583,181,2666,2203,15586
Terry Rozier,188,86,University of Louisville,1994,113,1574,180,517,59,76,63,206,117,311,64,226,290,168,51,12,66,92,482
Terry Teagle,196,88,Baylor University,1960,567,12534,2889,6136,1263,1585,15,91,2874,6045,646,928,1574,757,464,110,821,1316,7056
Terry Tyler,201,97,University of Detroit Mercy,1956,379,7827,1399,2935,379,526,3,30,1396,2905,534,981,1515,326,235,362,342,677,3180
Thabo Sefolosha,201,99,NaN,1984,806,18664,1842,4142,649,876,456,1340,1386,2802,622,2495,3117,1222,891,382,749,1379,4789
Thaddeus Young,203,100,Georgia Institute of Technology,1988,815,25028,4777,9624,1246,1841,336,1025,4441,8599,1588,3188,4776,1307,1182,321,1183,1784,11136
Thanasis Antetokounmpo,201,92,NaN,1992,2,6,3,4,0,0,0,1,3,3,0,1,1,0,0,0,0,2,6
Tharon Mayes,190,79,Florida State University,1968,48,510,60,198,48,72,30,82,30,116,6,26,32,70,32,4,62,82,198
Theo Ratliff,208,102,University of Wyoming,1973,1052,26855,2890,5834,1799,2556,0,3,2890,5831,2050,3953,6003,632,516,2631,1299,3026,7579
Theron Smith,203,102,Ball State University,1980,53,688,60,179,20,24,9,24,51,155,52,105,157,35,11,9,41,76,149
Thomas Gardner,196,102,University of Missouri,1985,20,143,18,59,2,6,7,35,11,24,3,8,11,3,4,1,7,8,45
Thomas Hamilton,218,149,University of Pittsburgh,1975,33,343,44,110,19,41,0,0,44,110,41,71,112,16,4,23,37,37,107
